content,score,at
Bos knpa aplikasi saya pas klik pengajuan pinjaman ngebleng error mksh,5,2020-01-21
Aplikasi sgt membntu kredit tnpa survei kerumah Good job,5,2020-01-21
Rebed shopibintar kta sandi salh melulu mls utuk belanja ,1,2020-01-21
Males aja belum jatuh tempo telpon udah dapet panggilan Ganggu banget,1,2020-01-21
Saya kasih bintang karena lancar lagi semoga tetap lancar,5,2020-01-21
Terima kasih Shopintar sangat membantu kebutuhan saya,5,2020-01-21
Parah baru tlat hari nsgih kaya spa mnding pke akulaku,1,2020-01-21
Trimaksh shopintar sangat membantu banget untuk pinjaman usahanya,5,2020-01-21
sangat membantu tingkatkan kualitas agar pelanggan tdk kecewa,5,2020-01-20
pelayanan kurang propesional masa barang ngga sampai duit ngga balik lagi dulu amanajah,1,2020-01-20
Berakk nyuri data doank ngabisin waktu aja penipu jngan dwonload nyesel,1,2020-01-20
Harga gak masul akal semu itu harha tahun brp bos Yang logika saja buat harga,1,2020-01-20
Tolong perbaiki lagi dekoleptornya nagih gak sopan baru telat sehari aja udah neror gak jelas,1,2020-01-20
Baru kali ini nemuin aplikasi cucok meong sukses sellu buat shopintar,5,2020-01-20
icoba dulu dan ternyata hasilnya memuaskan Lumayan bagus,5,2020-01-20
Pelayanan yang sangat bagus untuk semua orang kembangkan lagi shopintar,5,2020-01-20
Saya sangat suka karna bisa membantu saya,5,2020-01-19
Mantap nih aplikasi sangat membantu dan recomendet Smoga tambah maju,5,2020-01-19
SAYA SAH BAYAR TAPI PEMBAYARAN MASIH BELM BERBAH,1,2020-01-19
Aplikasi shopintar sya knp dibuka mas mba,3,2020-01-18
Kecewa Saya sudah bayar limit kredit malah dibekukan,2,2020-01-18
Kecewa telat pembayaran aja langsung blokir Biasanya juga saya bayar sebelum japoan Mengecewakan,1,2020-01-18
Shopintar sangat bagus recommended bgt mksh shopintar,5,2020-01-18
 limit saya bekukan yah gara telat satu hari tapi sama saya tetep dai bayar knapa,5,2020-01-17
ang saya mendem bisa dibelanjain apa kecewa bgt,1,2020-01-17
Penikmat online bisa buat referensi dan komparasi harga majulah Indonesia,5,2020-01-17
Mudah mudahan pengajuan saya acc buat berobat,5,2020-01-17
Cara penagihanya tidak baik saya kurang yakin perusahaan ini awasi ojk,1,2020-01-17
Aplikasi apaan ini udh ngajuin kredit berapa puluh kali ditolak mulu,1,2020-01-17
Baguss udah lama member tapi gak naik limit ,5,2020-01-17
Top banget Ama shopintar terpercaya dan terbukti puas,5,2020-01-17
 tdk prnah minjam dsni Knp tba ada tlfn klau ada jtuh tmpo bsok,1,2020-01-17
Yee bagus bgt tengkyuu shopintar mudhan cpt naik limitny,5,2020-01-17
Padal saya sering pijem sinih tapi saya pijem lagi bisa mengecewakan,1,2020-01-17
gmn sih awal bilang tgl baru ajuin lgi knp skrg tgl koq mundur ,1,2020-01-17
Kok limit saya naik dua dlu limit naik,2,2020-01-16
Ngisinya gampang Tapi konfirmasi tlpn pas jam kerja ngga bisa angkat telpon lah,5,2020-01-16
kemudahan proses sangat membantu disaat dibutuhkan dan itu ada pada Shopintar,5,2020-01-16
makasih shopintar semoga menjadi terbaik buat pelanggannya,5,2020-01-16
Saya mau mengajukan make sya bru bisa kenapa masalah dulu hilang mksh,2,2020-01-16
Lunuan kemarin saya kasih bintang sekarang Okeh itu,5,2020-01-16
Sangat bagus dan sudah berkali minjem dimudahkan thank shopintar,5,2020-01-15
Mau ngajuin kredit susah bener tolong lah,2,2020-01-15
Berkali kali coba gagalin trus gatau alasannya apa tai,1,2020-01-15
Keren aplikasinya bisa cicil pula tapi gedein limit lagi hehehe,5,2020-01-15
Aplikasi saya kok bekukan Pdhal sudah bayar ,2,2020-01-15
Mantap bunga lbh ringan dan proses mudah,5,2020-01-15
Mohon bantuannya pinjaman dana saya belum masuk tetapi tagihan sudah keluar,1,2020-01-15
Belanja apa pun shopintar belanja semakin mundah dan cepat Terima kasih shopintar,5,2020-01-14
Saya ksih segini dulu min soalnya saya baru mau coba ,3,2020-01-14
Yahh permohonannya ditolak dan ditolak Lindungi data ata sdh menjadi persyaratan thanks,1,2020-01-14
 bintang dulu harga barang masih terlalu mahal,3,2020-01-14
semoga limit bisa pake buat Kebutuhan bisa ter atasi mksh shopintar,5,2020-01-14
Sangat ribed req limit stuk gerak lagy blm selesai data tolak,1,2020-01-14
Saya kasih bintang Semoga limit saya tidak dibekukan lagi,5,2020-01-14
Kok bisa cicil lagi yah pembayarannya harus transfer tunai tak ada cicilan lagi Hufftt kecewa,3,2020-01-14
telah bantu saya semoga selalu terjalin dengan baik,5,2020-01-13
Terlalu mahal untuk cicilan beda sama toko sebelah,1,2020-01-13
Saya minta tolong dong limit dinaikan kenapa limit saya jadi berkurang ,1,2020-01-13
Mampus aku juta lebih bunganya ndak bisa kasih keringanan jika tidak bayar maka bunga kelewatan,1,2020-01-13
Jelak pelayanan udah 1tahun coba pinjam dtolak terus,1,2020-01-13
Maaf mau tanya kalo mau ganti nomer gimana caranya kok bisa ini Terimakasih,5,2020-01-13
Kasih star dulu kalau acc pinjaman baru kasih ,4,2020-01-13
Saya banyak terima kasih kepada shopintar pinjaman Saya acc,5,2020-01-13
Coba dulu kalu sya ksih ful bintang,3,2020-01-12
Penagihnya sadis baru telat sehari terornya jam parahh,1,2020-01-12
Belum ngajukan mau lunaskan pinjaman kredit pintar dulu Prosesnya pasti juga cepat ini,5,2020-01-12
Semoga ACC lagi butuh banget soalnya buat renovasi rumah kena petir,5,2020-01-12
bagaimana bsa masuk klo pake kode verivikasi nomer tlepon sdh ganti lma sdh tdk aktiv ,2,2020-01-12
 tpi syang bunganya bukan tmbh turun mlah naik,4,2020-01-12
Tak kasih bunting tak Coba Siapa Tay nambah relaid untuk penjualan,5,2020-01-12
Baru coba lagi klo puas pasti ditambah,3,2020-01-12
pagi shopintar knp aplikasi bisa dibuka saya mau bayar jatuh tempo hari ini terimaksih,5,2020-01-12
Aplikasi yng sangat membantu untuk usaha saya,5,2020-01-11
Liat dulu proses nantik tambah lagi bintang jika bagus,4,2020-01-11
Bagus aplikasinya sangat membantu pengguna seperti saya,5,2020-01-11
Apk rekomendasi banget nih pengajuan pertama langsung acc thanks shopintar,5,2020-01-11
Kenapa limit saya berkurang setelah bayar tagihan dan saya tidak telat bayar,5,2020-01-11
Semoga acc ntuk persaratan tidak rumit dan gampang silahkan coba,5,2020-01-11
Terlalu Bawel Pada Saat Nagih Jgn pake aplikasi ini bener,1,2020-01-11
knp lola bngt buka apl saya ksall,2,2020-01-10
Pernah minjam sekali tapi kgk bisa ngajuin lagi parah ini,1,2020-01-10
Saya pengguna baru coba dulu nanti kalo bagus saya tambahin lagi jadi bintang lima,3,2020-01-10
Tolong buka akun sayah Kenapa tiba tutup sesudah melakukan pembelian,5,2020-01-10
ntuk rekening bank mnc international tolong adakan dan rek bank lainnya lengkap terima kasih,1,2020-01-10
Tolong dibantu dong bwt menjadi anggota jangn bergantung pada penilaian dri apk sebelah,5,2020-01-09
bunganya lumayan besar setidaknya untuk selalu rajin bayar bunganya kurangi,5,2020-01-09
Makasih banyak shopeetar saya baru coba pertamakalinya dan untuk terakhirkalinya inssaalloh kapokk,1,2020-01-09
Saya coba dulu yaa kalo bagus akses cepat saya tambahin lagi,3,2020-01-09
tolong kalo bisi naikin supaya lebih mantap tanks ,5,2020-01-09
Smngga dapat tambahan limit makasih sopintar sukses selalu,5,2020-01-09
Bagus dan bsa bntu klauw ada perlu uang,5,2020-01-09
Aplikasi ter best tiap bayar limit krdit naik terus bunga tdk mencekik,5,2020-01-09
Terima kasih shopintar telah membantu saya semoga kedepannya masih tetap exis tks,5,2020-01-09
Gimana aplikasinya Sya prnah isi plsa dri aplikasi ini ada isi plsa Tpi ,5,2020-01-08
Alhamdulillah selama ini shopintar sudah sangat membantu,5,2020-01-08
 akan tambah bintang jika limit Sudah tidak bekukan Trimakasih,2,2020-01-08
Shopintar memang luar biasa Sangat membantu dan terbantu terjamin dan menjamin,5,2020-01-08
Belum jatuh tempo udah tagih dengan nada ancaman Moga cepet bangkrut apk,1,2020-01-08
Bagus aplikasinya cepat acc dan tanpa makasih shopintar,5,2020-01-08
Kenapa saya daftar kok pas foto KTP bisa tolong bantuanya,3,2020-01-08
Aplikasi ini top banget tidak mengecewakan buat saya,5,2020-01-08
Sangat bagus dan membantu terus proses ACC ribet sieperti apk sebelah,5,2020-01-08
Gak perlu ribet mau kredit barang Proses cepat dan mudah,5,2020-01-08
Aplikasi kere kalo punya duit usah bikin aplikasi pinjaman,1,2020-01-08
baru nyoba kasih dulu yakk Ternyata gabung dengan kredit pintar Sangat bermanfaat,4,2020-01-08
Kasi bintang karna keliatannya bagus cuman mau coba dulu,5,2020-01-08
Mantabb semoga lebih maju lagi recommended tksh shopintar,5,2020-01-07
Saya kasih bintang mohon Bantuannya ntuk aplikasi pinjaman saya setujui atas perhatiannya,5,2020-01-07
Riwayat bayar bagus naik limit makin mantapp,5,2020-01-07
simple aplikasi sangat membantu dan tidak memberatkan nasabah makasih shopintar,5,2020-01-07
Aplikasi paling jelas sesuai namanya bad app recomend selesai pembayaran trakhir lgsg uninstal bermutu,1,2020-01-07
Shopintar gmn dengan kasus salah virtual account knp sampai skrng tdk tanggapan,1,2020-01-06
Shopintar sangat membantu saya saat saya ada kebutuhan mendesak,5,2020-01-06
 mau belanja sepatu gak bisa yah trus gak ada pilihan buat ukuran juga,5,2020-01-06
Sangat membantu sekali dikala sedang benar dalam kesulitan Proses sangat cepat Good Pertahankan teruus,5,2020-01-06
Aplikasinya bagus rekomend banget nih kalo lagi butuh uang cepet cair lagi,5,2020-01-06
Aplikasinya bagus semoga dana saya cair sore ini rekomend banget,5,2020-01-06
 udah acc stlah nunggu satu tahun tolak terus semoga nular shopintar,5,2020-01-06
Bagaimana cara membatalkan pesanan via cicilan kredit pintar mohon solusinya,5,2020-01-06
kenapa nama akun saya bukan nama saya ,5,2020-01-06
kecewa sudah bayar tagihan tapi limit dibekukan,1,2020-01-06
Bagaimana saya bayar tagihan jika nomer yang saya buat akun hilang,5,2020-01-06
Lemot aplikasinya kebuka bunganya terlalu besar kaya aplikasi sebelah pembayaran sebulan aja bunganya gede bener,1,2020-01-06
Sangat membantu pas lagi ada keperluan mendadak,4,2020-01-06
Pertama kali pinjem langsung shopintar alhamdulilah langsung acc sangat membantu moga pinjaman nanti juga sama ,5,2020-01-05
Kok limitnya dibekukan Kan saya sudah lunasin beserta dendanya,4,2020-01-04
mudahhan acc aplikasi berat bgt susah buka tolong perbaiki lagi,4,2020-01-04
Kenapa Saya tidak bisa mengajukan pinjaman tolong saran nya,1,2020-01-04
Maaf ini gmana yaa pas saya mau buka kok malah putih doang,2,2020-01-04
kecewa belanja aplikasi ini byr uang muka dpt balasan malah pembatalan pemesanan,1,2020-01-04
Kenapa limitnya dibekukan yaa padahal sudah lunas,1,2020-01-04
Kereen pelayanan dan fast respon banget shopintar,5,2020-01-04
 gmn saya mao mengajukan muncul tulisan invalid nik number,1,2020-01-04
Payah banget mau masuk aja susah bener,1,2020-01-03
Shopintar mohon dimonitor dong pembayaran ditanggal januari blm ada feedback mksh smoga jaya slalu,5,2020-01-03
Sangat membantu sekali disaat ada kebutuhan mendesak thanks shopintar,5,2020-01-03
Semoga cepat acc lagi butuh uang buat bayar pendidikan,5,2020-01-03
Apk apa ini buka ajah gak bisa,1,2020-01-03
Mencoba aplikasi banyak pakai tmen sya smoga bisa bantu,5,2020-01-03
Bantu saya dan acc saya min ini terbaik,5,2020-01-03
shopintar apAan ini smuanya tolak mana responya dari shopintr nasabsh one klu prusshsan pengen mJu,1,2020-01-03
Sangat membantu kebutuhan hidup ketika kita butuh dana untuo keperluan,5,2020-01-03
Tiap buka aplikasi selalu ngeblang layar warna putih semua bikin gak nyaman aja,3,2020-01-03
applikasinya tapi penagihan gak ada sopan santun,2,2020-01-03
Apknya membingungkan cuma telat hri limit saya dibekukan bln ketelatn saya juga karna apknya error,1,2020-01-02
Limit tiba kosong gak bisa melakukan transaksi udah bulan lebih mengecewakan padahal keterlambatan hari,1,2020-01-02
mantul dah berikan solusi kebutuhan mendadak maju terus shopintar top markotop dah,5,2020-01-02
Shopintarnya lagi trobel min Kok akun saya log out sendiri dan harus mengulang lagi,5,2020-01-02
Maksud gimna sih udah ngajuin ada kabar tolak ataw setujui bingung ,3,2020-01-02
Bunga terlalu besar nggk kaya aplikasi sebelah Hemm Bintang saya turunin aja,1,2020-01-02
love banget deh dengan shopintar semua jadi mudah makasi,5,2020-01-02
sangat membantu lagi membutuhkan dana TRIms kredit pintar,5,2020-01-02
Mohon bisa bantu proses pencairan dan saya sangat percaya dengan shopintar,5,2020-01-02
Sangat membantu saat butuhkan proses mudah cepat,5,2020-01-01
Limit perbesar dong masak limit segitu aja,4,2020-01-01
BSK APLIKASI GABISA IBKA NYSAHIN AJA BGST,1,2020-01-01
Ini temen Kredit pintar nih sama sma goblok nya,1,2020-01-01
Mantap isi data mudah dan proses cepat,5,2020-01-01
Kenapa kredit pinjaman kita masih ada Tapi gak bisa ambil,5,2020-01-01
Apaan data lengkap tetap aja tolak ambil data aja nih,1,2020-01-01
Sangat berterimakasih dan maaf sementara msh dlm kendala,5,2020-01-01
Aku pesan celana yang datang padahal aku bayarnya gimana ini saya merasa kena tipu ini,1,2020-01-01
sangat membantu mudahan lebih maju lagi selalu mengerti kebutuhan costumer smoga shopintar makin sukses Mksh,5,2020-01-01
Sya sudah membayar dan tidak mempunyai tunggakan knp limit tdk bisa gunakan dan malah bekukan,1,2020-01-01
Aplikasi apa ini pernah download aplikasinya tpi knp ada tagihan ,1,2020-01-01
 pernah acc padahal saldo apk pintar ada,2,2020-01-01
Mau buka susah banget gimana mau bayar sedangkan cicilan sebentar lagi,1,2019-12-31
Sangat membantu untuk bertansaksi disini sukses selalu,5,2019-12-31
 tau apa tiba sudah ada tapi sangat membantu,5,2019-12-31
Thank shopintar telah membantu saya dalam berbagai urusan,5,2019-12-31
Aplikasi cacat gak bisa buka ngeblank putih trus gimana orang mau bayarnya,1,2019-12-30
Puas dgn ada shopintar bisa terbantu masalah kebutuhan,5,2019-12-30
TOP banget tapi sayang bunga terlalu besar,5,2019-12-30
Sya mau byar tpi kartu saya ilang Gmn caranya,1,2019-12-30
Trima kasih shopintar skrg setlh berapa lama pembekuan buka saya mengajukan kembali trima ksh shopintar,5,2019-12-30
Sangat membantu rekomended guys pake ribet dan sangat mudah makasih shopintar,5,2019-12-30
Sangat membantu tapi sayang sekali blm saja jatuh tempo sudah telponi terus,4,2019-12-30
Aplikasi ini sangat membantu saya kasih bintang langsung karna penjuan tidak ribet,5,2019-12-30
shopintar aplikasi yang sangat bagus dan bisa membatu,5,2019-12-30
Mohon pembayaran saya lewat minimarket proses saya sudah bayar,5,2019-12-30
Baru coba sih Aku kasih bintang semoga aplikasinya kasih aku kemudahan juga,5,2019-12-29
baru telat brpa hari tpi lngsung bekukan saldonya bisa ngambil kreditan lgi mending jgn download,1,2019-12-29
Bagus deh pokoknya ini aplikasi sukses slalu shopintar,5,2019-12-29
Payah abis bayar Saldo bisa pake belanja Hahahahaha,1,2019-12-29
Barang sampai tapi tagihan ada udah kirim email tapi ada rspon,1,2019-12-29
 nanya kenapa aplikasi tiba susah buka Gmana saya bayarny,3,2019-12-29
Sayaa udh download masa aplikasih kebuka kok aneh ,1,2019-12-29
Aplikasi bermutu udah daftar gabisa masuk akun pasword salah mulu,1,2019-12-29
Kenapa saya bisa pinjam lagi gan knpa saya ,1,2019-12-29
Terima kasih shopintar telah merespon keluhan saya dengan kebijakan nya,5,2019-12-28
Saya mau ganti nomer bisa Saya minta nomer telvon kantor shopintar bisa saya hubungi,3,2019-12-28
prcuma say install lgi akhir tolak lgi udh berapa saya ajukan,1,2019-12-28
sangat membantu sekali dan pelayanan pun cepat,5,2019-12-28
gimana nih sopintar bisa dibuka gimana mau bayar menyebalkan,3,2019-12-28
Buat lagi kepet ini apliksai oke jga,5,2019-12-28
Saya mau kredit cicilan mudahn bisa setujui oleh admin kridit pintar trima kasih,4,2019-12-27
Bagus sih cuma bunga angsurannya jangan kelewatan,3,2019-12-27
Shopintar naikin limitnya dong mksh semoga sukses sll,5,2019-12-27
Coba dlu ajuinnya gampang jdi kasih bintang ,5,2019-12-27
Aplikasi sampah Buat teman mending belanja Shopee bukaLapak tokopedia JdI akulaku saja jelas aman nya,1,2019-12-27
Sblumnya maaf sya cma nnya untuk mengganti aplikasi ini gimana ,5,2019-12-27
Saya pernah meminjam 1kali langsung cair hari itu juga,5,2019-12-27
kredit pintar bbrp ngajuin pinjaman selalu acc sangat membantu,5,2019-12-27
Baru telat sehari pihak kredit pintar udh rewel ajah pdhl saya bayar ,2,2019-12-27
ata sudah lengkap semua mau pinjam uang tolak,1,2019-12-27
Good mantul suka bgt sma aplikasi ini,5,2019-12-27
Teri akasih sangat membantu Tapi sdikit kecewa kenapa pernah telat bayar ajuan ditolak,5,2019-12-27
Mantul Naikkan lagi donk limitnya dan beri potongan bunga kan sudah menggunakan terus,4,2019-12-27
Teeimahkasih shopintar sangat berguna sekali semoga sukses dan lebih ditingkatkan lagi,5,2019-12-27
kenaikan limit sementara tidak bisa dipakai min tolong dibantu,5,2019-12-27
Sangat membantu kami aplikasinya juga mudah pahami,5,2019-12-27
Barang kok gak kirim pdah udh bayar lunas loh,1,2019-12-27
 ngambil brg shop pintar knp suruh byr brusan telp mengganggu org ,1,2019-12-27
alhamdulillah sudah dibekukan biar pinjam melulu wkwkwkwk,1,2019-12-27
Barang kirim tepat waktu dan sesuai foto,5,2019-12-26
Proses ribet asal tepat waktu aja bayarnya thanks,5,2019-12-26
Katanya shopi ada buat pinjaman kok gak ada,1,2019-12-26
bagus jika ada keadaan mendesak shopintar bisa diandalkan dengan bunga tidak terlalu tinggi,5,2019-12-26
Belnja disini lma bangett uda seminggu sttusnya masih aja akan kirim Kirimnya kapan oyy,3,2019-12-26
Shop pintar paling best pokonya Accnya cepatt bangett,5,2019-12-26
dah pengajuan tetap gak terima tolak mulu data saya,1,2019-12-26
Shopintar terbaik saat butuhkan sll setujui kereen sukses sll,5,2019-12-26
Aplikasi sangat proses sangat cepat dan mudah semoga semakin maju buat shopintar,5,2019-12-26
 banget gak sampa jam kredit dah cair sukses buat Kpintar dan shopintar,5,2019-12-26
telah membantu disetiap kbutuhan saya sekedar saran sih bisa bunga diringankan,5,2019-12-25
Gak jelas mau konek aplikasi lain aja gak bisa Cacad,1,2019-12-25
Bagus tapi saya pernah acc pinjamannya ini saya coba lagi,5,2019-12-25
Semoga pengajuan limit kredit saya aprove ACC jgn ditolak melulu,5,2019-12-25
 belum tobat segeralah bertobat Sebelum ktmu dept colectornya,1,2019-12-25
Alhamdulillah mudah han tetap menjadi mitra kompeten selama Amin,5,2019-12-25
Makasih pesanan aku datang makin sukses Sho pintar,5,2019-12-25
Sangat memuaskan dan sangat membantu tolong bunga diperkecil,5,2019-12-25
